Id,SalePrice
1461,122900.22
1462,163177.61
1463,191820.58
1464,198906.25
1465,178133.45
1466,168924.55
1467,172584.02
1468,164944.52
1469,187285.03
1470,130558.32
1471,205987.52
1472,94192.72
1473,93119.04
1474,153867.9
1475,122242.11
1476,399026.16
1477,252646.55
1478,283343.44
1479,254658.92
1480,494570.2
1481,340821.7
1482,204234.27
1483,172637.19
1484,155630.0
1485,186347.0
1486,195057.0
1487,339198.44
1488,219155.34
1489,194427.77
1490,217368.78
1491,191831.19
1492,95258.336
1493,188891.88
1494,316659.8
1495,304648.4
1496,235808.16
1497,184065.72
1498,167233.94
1499,156116.25
1500,150227.58
1501,174966.45
1502,145570.83
1503,304419.53
1504,244918.23
1505,218758.6
1506,203184.81
1507,256813.19
1508,208085.56
1509,156181.92
1510,140479.27
1511,140770.83
1512,181587.08
1513,145733.77
1514,162467.83
1515,181497.75
1516,142418.66
1517,163248.75
1518,140489.98
1519,213950.62
1520,129966.99
1521,136741.03
1522,171320.5
1523,121622.2
1524,139157.19
1525,128628.85
1526,118990.875
1527,106123.55
1528,136302.9
1529,151155.38
1530,167682.06
1531,100871.94
1532,96318.1
1533,146536.5
1534,124649.22
1535,149398.92
1536,102522.33
1537,70349.24
1538,133039.7
1539,183090.03
1540,72281.43
1541,143941.56
1542,143558.25
1543,203726.16
1544,78236.23
1545,111680.72
1546,127750.11
1547,124390.93
1548,135394.2
1549,107966.48
1550,131064.195
1551,105260.02
1552,126563.04
1553,161987.14
1554,115804.57
1555,162511.06
1556,82848.77
1557,116654.65
1558,86755.54
1559,69327.02
1560,143305.47
1561,143031.17
1562,132288.19
1563,111836.12
1564,143981.23
1565,123630.24
1566,224254.94
1567,75172.09
1568,244115.6
1569,131883.95
1570,138376.52
1571,111314.3
1572,142165.16
1573,244204.55
1574,122933.984
1575,214071.45
1576,235414.03
1577,186499.38
1578,143753.61
1579,143228.69
1580,201405.28
1581,160381.4
1582,128273.97
1583,349989.47
1584,222807.9
