Id,SalePrice
1461,129035.0
1462,162297.0
1463,192441.0
1464,197155.0
1465,164532.0
1466,170383.0
1467,172996.0
1468,159708.0
1469,193009.0
1470,129297.0
1471,201039.0
1472,97106.0
1473,97616.0
1474,151505.0
1475,114376.0
1476,410914.0
1477,249734.0
1478,286729.0
1479,255806.0
1480,489137.0
1481,354594.0
1482,199301.0
1483,166779.0
1484,157988.0
1485,188174.0
1486,194388.0
1487,343914.0
1488,226243.0
1489,191020.0
1490,211850.0
1491,192869.0
1492,89106.0
1493,181527.0
1494,299867.0
1495,298504.0
1496,232146.0
1497,185102.0
1498,163951.0
1499,158094.0
1500,148879.0
1501,164270.0
1502,140862.0
1503,308463.0
1504,247400.0
1505,221742.0
1506,202384.0
1507,252197.0
1508,200251.0
1509,161035.0
1510,140280.0
1511,140455.0
1512,181825.0
1513,149181.0
1514,168587.0
1515,165278.0
1516,152448.0
1517,161856.0
1518,136807.0
1519,213869.0
1520,131176.0
1521,133635.0
1522,163109.0
1523,121621.0
1524,133527.0
1525,120258.0
1526,115776.0
1527,102782.0
1528,136090.0
1529,150210.0
1530,174034.0
1531,99262.0
1532,100819.0
1533,135067.0
1534,126405.0
1535,150559.0
1536,105116.0
1537,68644.0
1538,145966.0
1539,196982.0
1540,81051.0
1541,139629.0
1542,149337.0
1543,210521.0
1544,76253.0
1545,114475.0
1546,131222.0
1547,126532.0
1548,137964.0
1549,108943.0
1550,132546.0
1551,106501.0
1552,135987.0
1553,156677.0
1554,112289.0
1555,170606.0
1556,82060.0
1557,112964.0
1558,88181.0
1559,72688.0
1560,144708.0
1561,150254.0
1562,131374.0
1563,104611.0
1564,147976.0
1565,129594.0
1566,232275.0
1567,78361.0
1568,225111.0
1569,131598.0
1570,132510.0
1571,107490.0
1572,144836.0
1573,251919.0
1574,128455.0
1575,216582.0
1576,230149.0
1577,183695.0
1578,141415.0
1579,143959.0
1580,191576.0
1581,157525.0
1582,133197.0
1583,329998.0
1584,229922.0
1585,140652.0
1586,62149.0
1587,103618.0
1588,151793.0
1589,113474.0
1590,136212.0
1591,100446.0
1592,110520.0
1593,132946.0
1594,127428.0
1595,109516.0
1596,237746.0
1597,184354.0
1598,212926.0
1599,164576.0
1600,158079.0
1601,72898.0
1602,119561.0
1603,73838.0
1604,270526.0
1605,250079.0
1606,175953.0
1607,137298.0
1608,226164.0
1609,187057.0
1610,155986.0
1611,140935.0
1612,155747.0
1613,163143.0
1614,133200.0
1615,82192.0
1616,76214.0
1617,95342.0
1618,132868.0
1619,134735.0
1620,177527.0
1621,142694.0
1622,140945.0
1623,291954.0
1624,204851.0
1625,123249.0
1626,161207.0
1627,189711.0
1628,280503.0
1629,173882.0
1630,337081.0
1631,234140.0
1632,245851.0
1633,175305.0
1634,189088.0
1635,183937.0
1636,152188.0
1637,202072.0
1638,202153.0
1639,187874.0
1640,274190.0
1641,165827.0
1642,230175.0
1643,224983.0
1644,234402.0
1645,190159.0
1646,152616.0
1647,150153.0
1648,135811.0
1649,137497.0
1650,119067.0
1651,121413.0
1652,90905.0
1653,97874.0
1654,154295.0
1655,152544.0
1656,146816.0
1657,158404.0
1658,140197.0
1659,121103.0
1660,161048.0
1661,399657.0
1662,450709.0
1663,402343.0
1664,240985.0
1665,292164.0
1666,332060.0
1667,313112.0
1668,326876.0
1669,315493.0
1670,355900.0
1671,241595.0
1672,478991.0
1673,262837.0
1674,233399.0
1675,184948.0
1676,192251.0
1677,218836.0
1678,417525.0
1679,398738.0
1680,356123.0
1681,237763.0
1682,302426.0
1683,181158.0
1684,169178.0
1685,170521.0
1686,164888.0
1687,171713.0
1688,192754.0
1689,184095.0
1690,184760.0
1691,178956.0
1692,265378.0
1693,170998.0
1694,180008.0
1695,164965.0
1696,248716.0
1697,168394.0
1698,365104.0
1699,335380.0
1700,242432.0
1701,265970.0
1702,258723.0
1703,276140.0
1704,277881.0
1705,211451.0
1706,411165.0
1707,222391.0
1708,209804.0
1709,289282.0
1710,199593.0
1711,262057.0
1712,238613.0
1713,268294.0
1714,240765.0
1715,201805.0
1716,181097.0
1717,179725.0
1718,133114.0
1719,196727.0
1720,244500.0
1721,166377.0
1722,125718.0
1723,150175.0
1724,221482.0
1725,241963.0
1726,189144.0
1727,154115.0
1728,169976.0
1729,178487.0
1730,150916.0
1731,123117.0
1732,133638.0
1733,101941.0
1734,113198.0
1735,131126.0
1736,116566.0
1737,329540.0
1738,228290.0
1739,281906.0
1740,232849.0
1741,187851.0
1742,162828.0
1743,170031.0
1744,309655.0
1745,231868.0
1746,192216.0
1747,218891.0
1748,233099.0
1749,152899.0
1750,131484.0
1751,245767.0
1752,124411.0
1753,156850.0
1754,197487.0
1755,175076.0
1756,127862.0
1757,123933.0
1758,134836.0
1759,163898.0
1760,169061.0
1761,144898.0
1762,171993.0
1763,168027.0
1764,118687.0
1765,145930.0
1766,163978.0
1767,218263.0
1768,141798.0
1769,177224.0
1770,145560.0
1771,129897.0
1772,141735.0
1773,123074.0
1774,145934.0
1775,140812.0
1776,125690.0
1777,113872.0
1778,133673.0
1779,115571.0
1780,185799.0
1781,134246.0
1782,86488.0
1783,147611.0
1784,96733.0
1785,124528.0
1786,121848.0
1787,167222.0
1788,58474.0
1789,99502.0
1790,79784.0
1791,190868.0
1792,154102.0
1793,135448.0
1794,148514.0
1795,138912.0
1796,117492.0
1797,117025.0
1798,126232.0
1799,109750.0
1800,139344.0
1801,145299.0
1802,120271.0
1803,158153.0
1804,138932.0
1805,134552.0
1806,110362.0
1807,139719.0
1808,120336.0
1809,121551.0
1810,135176.0
1811,96945.0
1812,92617.0
1813,119049.0
1814,91505.0
1815,60230.0
1816,101566.0
1817,108478.0
1818,144552.0
1819,130721.0
1820,51521.0
1821,96671.0
1822,139212.0
1823,43144.0
1824,129817.0
1825,129776.0
1826,97064.0
1827,107632.0
1828,136490.0
1829,124094.0
1830,145869.0
1831,152929.0
1832,70241.0
1833,141228.0
1834,123011.0
1835,154910.0
1836,129583.0
1837,106467.0
1838,133229.0
1839,92360.0
1840,167621.0
1841,169249.0
1842,88671.0
1843,134821.0
1844,130606.0
1845,139230.0
1846,152533.0
1847,162277.0
1848,53238.0
1849,108568.0
1850,119011.0
1851,148662.0
1852,122154.0
1853,140645.0
1854,178637.0
1855,141719.0
1856,222312.0
1857,146106.0
1858,142396.0
1859,119300.0
1860,149969.0
1861,119391.0
1862,317915.0
1863,267937.0
1864,267937.0
1865,345130.0
1866,330817.0
1867,231144.0
1868,299942.0
1869,209876.0
1870,242589.0
1871,217620.0
1872,173255.0
1873,248074.0
1874,135742.0
1875,201921.0
1876,198090.0
1877,204394.0
1878,189786.0
1879,131795.0
1880,134982.0
1881,236424.0
1882,255396.0
1883,189112.0
1884,206395.0
1885,232333.0
1886,303061.0
1887,210550.0
1888,282148.0
1889,169427.0
1890,129698.0
1891,135258.0
1892,114218.0
1893,133644.0
1894,132505.0
1895,121719.0
1896,129698.0
1897,108107.0
1898,104805.0
1899,134318.0
1900,143372.0
1901,176804.0
1902,146067.0
1903,213215.0
1904,137237.0
1905,203720.0
1906,170094.0
1907,200975.0
1908,108567.0
1909,154126.0
1910,128692.0
1911,223495.0
1912,332506.0
1913,144010.0
1914,44978.0
1915,295638.0
1916,67066.0
1917,256192.0
1918,136989.0
1919,165938.0
1920,152085.0
1921,489064.0
1922,334054.0
1923,208354.0
1924,262083.0
1925,193613.0
1926,416675.0
1927,133603.0
1928,160025.0
1929,119681.0
1930,132104.0
1931,139655.0
1932,139507.0
1933,173687.0
1934,183067.0
1935,174407.0
1936,192522.0
1937,198486.0
1938,172582.0
1939,233456.0
1940,163862.0
1941,175273.0
1942,181830.0
1943,207803.0
1944,363896.0
1945,392050.0
1946,146633.0
1947,345946.0
1948,166975.0
1949,244612.0
1950,200461.0
1951,253439.0
1952,234321.0
1953,162517.0
1954,180423.0
1955,128208.0
1956,302075.0
1957,155079.0
1958,296207.0
1959,144340.0
1960,119095.0
1961,115881.0
1962,95396.0
1963,102002.0
1964,116303.0
1965,140691.0
1966,147191.0
1967,291250.0
1968,428885.0
1969,418396.0
1970,421764.0
1971,467724.0
1972,378029.0
1973,264270.0
1974,302541.0
1975,285385.0
1976,270373.0
1977,356229.0
1978,389664.0
1979,375870.0
1980,202396.0
1981,349137.0
1982,228616.0
1983,192059.0
1984,166041.0
1985,221932.0
1986,218886.0
1987,171680.0
1988,174932.0
1989,193929.0
1990,204153.0
1991,229903.0
1992,205032.0
1993,168188.0
1994,226717.0
1995,189215.0
1996,248367.0
1997,323504.0
1998,338978.0
1999,258250.0
2000,319531.0
2001,252532.0
2002,255047.0
2003,258388.0
2004,245082.0
2005,204434.0
2006,216716.0
2007,240097.0
2008,202798.0
2009,196723.0
2010,198247.0
2011,143297.0
2012,173353.0
2013,176524.0
2014,191969.0
2015,207741.0
2016,197250.0
